State,Zip Code,TaxRegionName,EstimatedCombinedRate,StateRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
AK,99638,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99639,KENAI PENINSULA,0.03,0.0,0.03,0.0,0.0,0
AK,99640,LAKE PENINSULA BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99641,NUNAPITCHUK,0.04,0.0,0.0,0.04,0.0,0
AK,99643,OLD HARBOR,0.03,0.0,0.0,0.03,0.0,0
AK,99644,OUZINKIE,0.06,0.0,0.0,0.06,0.0,0
AK,99645,PALMER,0.03,0.0,0.0,0.03,0.0,0
AK,99647,LAKE PENINSULA BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99648,LAKE PENINSULA BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99649,PILOT POINT,0.0,0.0,0.0,0.0,0.0,0
AK,99650,PILOT STATION,0.04,0.0,0.0,0.04,0.0,0
AK,99651,PLATINUM,0.0,0.0,0.0,0.0,0.0,0
AK,99652,MATANUSKA-SUSITNA BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99653,LAKE PENINSULA BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99654,WASILLA,0.025,0.0,0.0,0.025,0.0,0
AK,99655,QUINHAGAK,0.03,0.0,0.0,0.03,0.0,0
AK,99656,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99657,RUSSIAN MISSION,0.0,0.0,0.0,0.0,0.0,0
AK,99658,SAINT MARYS,0.03,0.0,0.0,0.03,0.0,0
AK,99659,SAINT MICHAEL,0.04,0.0,0.0,0.04,0.0,0
AK,99660,SAINT PAUL,0.035,0.0,0.0,0.035,0.0,0
AK,99661,SAND POINT,0.04,0.0,0.0,0.04,0.0,0
AK,99662,SCAMMON BAY,0.06,0.0,0.0,0.06,0.0,0
AK,99663,SELDOVIA,0.05,0.0,0.05,0.0,0.0,0
AK,99664,SEWARD,0.07,0.0,0.07,0.0,0.0,0
AK,99665,SHAGELUK,0.0,0.0,0.0,0.0,0.0,0
AK,99666,NUNAM IQUA,0.04,0.0,0.0,0.04,0.0,0
AK,99667,MATANUSKA-SUSITNA BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99668,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99669,SOLDOTNA,0.06,0.0,0.06,0.0,0.0,0
AK,99670,BRISTOL BAY BOROUGH,0.0,0.0,0.0,0.0,0.0,0
AK,99671,STEBBINS,0.04,0.0,0.0,0.04,0.0,0
AK,99672,KENAI PENINSULA,0.03,0.0,0.03,0.0,0.0,0
AK,99674,MATANUSKA-SUSITNA BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99675,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99676,MATANUSKA-SUSITNA BRG,0.03,0.0,0.0,0.0,0.03,0
AK,99677,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99678,TOGIAK,0.02,0.0,0.0,0.02,0.0,0
AK,99679,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99680,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99681,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99682,KENAI PENINSULA,0.03,0.0,0.03,0.0,0.0,0
AK,99683,MATANUSKA-SUSITNA BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99684,UNALAKLEET,0.05,0.0,0.0,0.05,0.0,0
AK,99685,UNALASKA,0.03,0.0,0.0,0.03,0.0,0
AK,99686,VALDEZ,0.0,0.0,0.0,0.0,0.0,0
AK,99687,WASILLA,0.025,0.0,0.0,0.025,0.0,0
AK,99688,MATANUSKA-SUSITNA BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99689,YAKUTAT,0.05,0.0,0.0,0.05,0.0,0
AK,99690,NIGHTMUTE,0.02,0.0,0.0,0.02,0.0,0
AK,99691,NIKOLAI,0.0,0.0,0.0,0.0,0.0,0
AK,99692,UNALASKA,0.03,0.0,0.0,0.03,0.0,0
AK,99693,WHITTIER,0.0,0.0,0.0,0.0,0.0,0
AK,99694,HOUSTON,0.02,0.0,0.0,0.02,0.0,0
AK,99695,ANCHORAGE BOROUGH,0.0,0.0,0.0,0.0,0.0,0
AK,99697,KODIAK,0.07,0.0,0.0,0.07,0.0,0
AK,99701,FORT WAINWRIGHT,0.0,0.0,0.0,0.0,0.0,0
AK,99702,FAIRBANKS N STAR BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99703,FORT WAINWRIGHT,0.0,0.0,0.0,0.0,0.0,0
AK,99704,CLEAR AIR FORCE BASE,0.0,0.0,0.0,0.0,0.0,0
AK,99705,NORTH POLE,0.055,0.0,0.0,0.055,0.0,0
AK,99706,FAIRBANKS N STAR BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99707,FAIRBANKS,0.0,0.0,0.0,0.0,0.0,0
AK,99708,FAIRBANKS N STAR BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99709,FAIRBANKS N STAR BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99710,FAIRBANKS,0.0,0.0,0.0,0.0,0.0,0
AK,99711,FAIRBANKS,0.0,0.0,0.0,0.0,0.0,0
AK,99712,FAIRBANKS,0.0,0.0,0.0,0.0,0.0,0
AK,99714,FAIRBANKS N STAR BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99716,FAIRBANKS N STAR BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99720,ALLAKAKET,0.0,0.0,0.0,0.0,0.0,0
AK,99721,ANAKTUVUK PASS,0.0,0.0,0.0,0.0,0.0,0
AK,99722,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99723,UTQIAGVIK,0.0,0.0,0.0,0.0,0.0,0
AK,99724,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99725,FAIRBANKS N STAR BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99726,BETTLES,0.0,0.0,0.0,0.0,0.0,0
AK,99727,BUCKLAND,0.06,0.0,0.0,0.06,0.0,0
AK,99729,DENALI BOROUGH,0.0,0.0,0.0,0.0,0.0,0
AK,99730,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99731,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99732,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99733,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99734,NORTH SLOPE BOROUGH,0.0,0.0,0.0,0.0,0.0,0
AK,99736,DEERING,0.03,0.0,0.0,0.03,0.0,0
AK,99737,DELTA JUNCTION,0.0,0.0,0.0,0.0,0.0,0
AK,99738,EAGLE,0.0,0.0,0.0,0.0,0.0,0
AK,99739,ELIM,0.03,0.0,0.0,0.03,0.0,0
AK,99740,FORT YUKON,0.03,0.0,0.0,0.03,0.0,0
AK,99741,GALENA,0.03,0.0,0.0,0.03,0.0,0
AK,99742,GAMBELL,0.03,0.0,0.0,0.03,0.0,0
AK,99743,DENALI BOROUGH,0.0,0.0,0.0,0.0,0.0,0
AK,99744,ANDERSON,0.0,0.0,0.0,0.0,0.0,0
AK,99745,HUGHES,0.0,0.0,0.0,0.0,0.0,0
AK,99746,HUSLIA,0.0,0.0,0.0,0.0,0.0,0
AK,99747,KAKTOVIK,0.0,0.0,0.0,0.0,0.0,0
AK,99748,KALTAG,0.0,0.0,0.0,0.0,0.0,0
AK,99749,KIANA,0.03,0.0,0.0,0.03,0.0,0
AK,99750,KIVALINA,0.02,0.0,0.0,0.02,0.0,0
AK,99751,KOBUK,0.03,0.0,0.0,0.03,0.0,0
AK,99752,KOTZEBUE,0.06,0.0,0.0,0.06,0.0,0
AK,99753,KOYUK,0.03,0.0,0.0,0.03,0.0,0
AK,99754,KOYUKUK,0.0,0.0,0.0,0.0,0.0,0
AK,99755,DENALI BOROUGH,0.0,0.0,0.0,0.0,0.0,0
AK,99756,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99757,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99758,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99759,NORTH SLOPE BOROUGH,0.0,0.0,0.0,0.0,0.0,0
AK,99760,NENANA,0.04,0.0,0.0,0.04,0.0,0
AK,99761,NORTHWEST ARCTIC BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99762,NOME,0.05,0.0,0.0,0.05,0.0,0
AK,99763,NOORVIK,0.04,0.0,0.0,0.04,0.0,0
AK,99764,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99765,NULATO,0.0,0.0,0.0,0.0,0.0,0
AK,99766,POINT HOPE,0.03,0.0,0.0,0.03,0.0,0
AK,99767,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99768,RUBY,0.0,0.0,0.0,0.0,0.0,0
AK,99769,SAVOONGA,0.04,0.0,0.0,0.04,0.0,0
AK,99770,SELAWIK,0.065,0.0,0.0,0.065,0.0,0
AK,99771,SHAKTOOLIK,0.04,0.0,0.0,0.04,0.0,0
AK,99772,SHISHMAREF,0.03,0.0,0.0,0.03,0.0,0
AK,99773,SHUNGNAK,0.02,0.0,0.0,0.02,0.0,0
AK,99774,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99775,FAIRBANKS N STAR BRG,0.0,0.0,0.0,0.0,0.0,0
AK,99776,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99777,TANANA,0.02,0.0,0.0,0.02,0.0,0
AK,99778,TELLER,0.03,0.0,0.0,0.03,0.0,0
AK,99780,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99781,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99782,WAINWRIGHT,0.0,0.0,0.0,0.0,0.0,0
AK,99783,WALES,0.03,0.0,0.0,0.03,0.0,0
AK,99784,WHITE MOUNTAIN,0.03,0.0,0.0,0.03,0.0,0
AK,99785,BREVIG MISSION,0.03,0.0,0.0,0.03,0.0,0
AK,99786,AMBLER,0.03,0.0,0.0,0.03,0.0,0
AK,99788,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99789,NUIQSUT,0.0,0.0,0.0,0.0,0.0,0
AK,99790,FAIRBANKS,0.0,0.0,0.0,0.0,0.0,0
AK,99791,ATQASUK,0.0,0.0,0.0,0.0,0.0,0
AK,99801,JUNEAU,0.05,0.0,0.05,0.0,0.0,0
AK,99802,JUNEAU,0.05,0.0,0.05,0.0,0.0,0
AK,99803,JUNEAU,0.05,0.0,0.05,0.0,0.0,0
AK,99811,JUNEAU,0.05,0.0,0.05,0.0,0.0,0
AK,99812,JUNEAU,0.05,0.0,0.05,0.0,0.0,0
AK,99820,ANGOON,0.03,0.0,0.0,0.03,0.0,0
AK,99821,JUNEAU,0.05,0.0,0.05,0.0,0.0,0
AK,99824,JUNEAU,0.05,0.0,0.05,0.0,0.0,0
AK,99825,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99826,GUSTAVUS,0.03,0.0,0.0,0.03,0.0,0
AK,99827,HAINES,0.055,0.0,0.055,0.0,0.0,0
AK,99829,HOONAH,0.065,0.0,0.0,0.065,0.0,0
AK,99830,KAKE,0.05,0.0,0.0,0.05,0.0,0
AK,99832,PELICAN,0.04,0.0,0.0,0.04,0.0,0
AK,99833,PETERSBURG BOROUGH,0.06,0.0,0.06,0.0,0.0,0
AK,99835,SITKA,0.05,0.0,0.05,0.0,0.0,0
AK,99836,PORT ALEXANDER,0.04,0.0,0.0,0.04,0.0,0
AK,99840,SKAGWAY,0.03,0.0,0.0,0.03,0.0,0
AK,99841,TENAKEE SPRINGS,0.02,0.0,0.0,0.02,0.0,0
AK,99850,JUNEAU,0.05,0.0,0.05,0.0,0.0,0
AK,99901,SAXMAN,0.065,0.0,0.065,0.0,0.0,0
AK,99903,WRANGELL,0.07,0.0,0.0,0.07,0.0,0
AK,99918,COFFMAN COVE,0.0,0.0,0.0,0.0,0.0,0
AK,99919,THORNE BAY,0.06,0.0,0.0,0.06,0.0,0
AK,99921,CRAIG,0.06,0.0,0.0,0.06,0.0,0
AK,99922,HYDABURG,0.06,0.0,0.0,0.06,0.0,0
AK,99923,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99925,KLAWOCK,0.065,0.0,0.0,0.065,0.0,0
AK,99926,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99927,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AK,99928,KETCHIKAN GATEWAY,0.025,0.0,0.025,0.0,0.0,0
AK,99929,WRANGELL,0.07,0.0,0.0,0.07,0.0,0
AK,99950,ALASKA,0.0,0.0,0.0,0.0,0.0,0
AL,35004,LEEDS,0.1,0.04,0.0,0.04,0.02,0
AL,35005,SYLVAN SPRINGS,0.1,0.04,0.02,0.04,0.0,0
AL,35006,TUSCALOOSA,0.09,0.04,0.05,0.0,0.0,0
AL,35007,ALABASTER,0.1,0.04,0.01,0.05,0.0,0
AL,35010,ALEXANDER CITY,0.1,0.04,0.02,0.04,0.0,0
AL,35011,ALEXANDER CITY,0.1,0.04,0.02,0.04,0.0,0
AL,35013,ALLGOOD,0.1,0.04,0.03,0.03,0.0,0
AL,35014,SYLACAUGA,0.095,0.04,0.01,0.045,0.0,0
AL,35015,IRONDALE,0.1,0.04,0.02,0.04,0.0,0
AL,35016,ARAB,0.125,0.04,0.035,0.05,0.0,0
AL,35019,CULLMAN,0.085,0.04,0.045,0.0,0.0,0
AL,35020,MIDFIELD,0.1,0.04,0.02,0.04,0.0,0
AL,35021,BESSEMER,0.1,0.04,0.02,0.04,0.0,0
AL,35022,HELENA,0.1,0.04,0.02,0.04,0.0,0
AL,35023,PLEASANT GROVE,0.1,0.04,0.02,0.04,0.0,0
AL,35031,BLOUNTSVILLE,0.09,0.04,0.03,0.02,0.0,0
AL,35032,BON AIR,0.09,0.04,0.01,0.04,0.0,0
AL,35033,CULLMAN,0.085,0.04,0.045,0.0,0.0,0
AL,35034,BRENT,0.1,0.04,0.04,0.02,0.0,0
AL,35035,BIBB,0.08,0.04,0.04,0.0,0.0,0
AL,35036,BROOKSIDE,0.1,0.04,0.02,0.04,0.0,0
AL,35038,WALKER,0.06,0.04,0.02,0.0,0.0,0
AL,35040,CALERA,0.12,0.04,0.04,0.04,0.0,0
AL,35042,BRENT,0.1,0.04,0.04,0.02,0.0,0
AL,35043,CHELSEA,0.1,0.04,0.01,0.05,0.0,0
AL,35044,CHILDERSBURG,0.1,0.04,0.01,0.05,0.0,0
AL,35045,CLANTON,0.1,0.04,0.03,0.03,0.0,0
AL,35046,CLANTON,0.1,0.04,0.03,0.03,0.0,0
AL,35048,CLAY,0.1,0.04,0.02,0.04,0.0,0
AL,35049,CLEVELAND,0.09,0.04,0.03,0.02,0.0,0
AL,35051,CHELSEA,0.1,0.04,0.01,0.05,0.0,0
AL,35052,SAINT CLAIR CO 7059,0.06,0.04,0.0,0.0,0.02,0
AL,35053,CULLMAN,0.085,0.04,0.045,0.0,0.0,0
AL,35054,SAINT CLAIR CL PELL CITY 7759,0.1,0.04,0.0,0.05,0.01,0
AL,35055,GOOD HOPE,0.09,0.04,0.045,0.005,0.0,0
AL,35056,CULLMAN,0.09,0.04,0.045,0.005,0.0,0
AL,35057,GOOD HOPE,0.09,0.04,0.045,0.005,0.0,0
AL,35058,CULLMAN,0.09,0.04,0.045,0.005,0.0,0
AL,35060,ADAMSVILLE,0.1,0.04,0.02,0.04,0.0,0
AL,35061,PLEASANT GROVE,0.1,0.04,0.02,0.04,0.0,0
AL,35062,WEST JEFFERSON,0.1,0.04,0.02,0.04,0.0,0
AL,35063,SUMITON UN,0.08,0.04,0.02,0.0,0.02,0
AL,35064,MIDFIELD,0.1,0.04,0.02,0.04,0.0,0
AL,35068,GARDENDALE,0.1,0.04,0.02,0.04,0.0,0
AL,35070,GARDEN CITY,0.09,0.04,0.045,0.005,0.0,0
AL,35071,MORRIS,0.1,0.04,0.02,0.04,0.0,0
AL,35072,GOODWATER,0.1,0.04,0.02,0.04,0.0,0
AL,35073,CARDIFF,0.1,0.04,0.02,0.04,0.0,0
AL,35074,WOODSTOCK (NORTH BIBB) PJ,0.09,0.04,0.04,0.0,0.01,0
AL,35077,GARDEN CITY,0.09,0.04,0.045,0.005,0.0,0
AL,35078,WESTOVER,0.1,0.04,0.01,0.05,0.0,0
AL,35079,HAYDEN,0.09,0.04,0.03,0.02,0.0,0
AL,35080,HELENA,0.1,0.04,0.02,0.04,0.0,0
AL,35082,SYLACAUGA,0.095,0.04,0.01,0.045,0.0,0
AL,35083,CULLMAN,0.085,0.04,0.045,0.0,0.0,0
AL,35085,JEMISON,0.11,0.04,0.03,0.04,0.0,0
AL,35087,ARAB PJ,0.1,0.04,0.035,0.0,0.025,0
AL,35089,ALEXANDER CITY,0.1,0.04,0.02,0.04,0.0,0
AL,35091,MORRIS,0.1,0.04,0.02,0.04,0.0,0
AL,35094,LEEDS,0.1,0.04,0.02,0.04,0.0,0
AL,35096,LINCOLN,0.1,0.04,0.01,0.05,0.0,0
AL,35097,LOCUST FORK,0.09,0.04,0.03,0.02,0.0,0
AL,35098,CULLMAN,0.085,0.04,0.045,0.0,0.0,0
AL,35111,BESSEMER,0.1,0.04,0.02,0.04,0.0,0
AL,35112,MARGARET,0.1,0.04,0.0,0.04,0.02,0
AL,35114,ALABASTER,0.1,0.04,0.01,0.05,0.0,0
AL,35115,CALERA PJ,0.1,0.04,0.04,0.0,0.02,0
AL,35116,MORRIS,0.1,0.04,0.02,0.04,0.0,0
AL,35117,GARDENDALE,0.1,0.04,0.02,0.04,0.0,0
AL,35118,SYLVAN SPRINGS,0.1,0.04,0.02,0.04,0.0,0
AL,35119,GARDENDALE,0.1,0.04,0.02,0.04,0.0,0
AL,35120,ARGO,0.1,0.04,0.0,0.04,0.02,0
AL,35121,ALTOONA,0.12,0.04,0.03,0.05,0.0,0
AL,35123,PINSON,0.1,0.04,0.02,0.04,0.0,0
AL,35124,ALABASTER,0.1,0.04,0.01,0.05,0.0,0
AL,35125,SAINT CLAIR CL PELL CITY 7759,0.1,0.04,0.0,0.05,0.01,0
AL,35126,TRUSSVILLE,0.1,0.04,0.02,0.04,0.0,0
AL,35127,PLEASANT GROVE,0.1,0.04,0.02,0.04,0.0,0
AL,35128,SAINT CLAIR CL PELL CITY 7759,0.1,0.04,0.0,0.05,0.01,0
AL,35130,WEST JEFFERSON,0.1,0.04,0.02,0.04,0.0,0
AL,35131,RAGLAND,0.1,0.04,0.0,0.04,0.02,0
AL,35133,LOCUST FORK,0.09,0.04,0.03,0.02,0.0,0
AL,35135,RIVERSIDE,0.1,0.04,0.0,0.04,0.02,0
AL,35136,ROCKFORD,0.09,0.04,0.02,0.03,0.0,0
AL,35137,SHELBY,0.05,0.04,0.01,0.0,0.0,0
AL,35139,ADAMSVILLE PJ,0.08,0.04,0.02,0.0,0.02,0
AL,35142,HOOVER PJ,0.0775,0.04,0.02,0.0,0.0175,0
AL,35143,CHILTON,0.08,0.04,0.04,0.0,0.0,0
AL,35146,CLAY,0.1,0.04,0.02,0.04,0.0,0
AL,35147,CHELSEA,0.1,0.04,0.01,0.05,0.0,0
AL,35148,SUMITON,0.1,0.04,0.02,0.04,0.0,0
AL,35149,TALLADEGA,0.07,0.04,0.03,0.0,0.0,0
AL,35150,CHILDERSBURG,0.1,0.04,0.01,0.05,0.0,0
AL,35151,CHILDERSBURG,0.1,0.04,0.01,0.05,0.0,0
AL,35160,LINCOLN,0.1,0.04,0.01,0.05,0.0,0
AL,35161,TALLADEGA,0.1,0.04,0.01,0.05,0.0,0
AL,35171,JEMISON,0.11,0.04,0.03,0.04,0.0,0
AL,35172,TRAFFORD,0.09,0.04,0.02,0.03,0.0,0
AL,35173,TRUSSVILLE,0.1,0.04,0.02,0.04,0.0,0
